Item Code,Description,Qty,UOM,Line Type,Ingredient,Description.1,UOM.1,Qty.1,Unit Cost,Scrap Factor%,Require QTY
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,0.01015,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.0035,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006102166,BROKEN CHILI,KGM,0.0103,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006103003,CHIECKEN FRANK ECONMY 10.047,KGM,0.0072,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006103007,FRESH KEEPER SAUSAGE(11.035,KGM,0.0041,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006103013,VITCEL-WKF30,KGM,0.01558,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,1006106058,OPTIFORM POWDER,KGM,0.0075,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.02052,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,2013117020,CLIP MORT POLY CLIP R18-12,EA,0.4205,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,2013117023,ROLL MOR POLY AMIDE N P CASING,MTR,0.16,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,2013117026,YELLOW LOOPS K15,EA,0.2103,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.01026,,,
3003104007,CHICKEN MORTADELLA RED PEPPER& OLIVE FOR SLICING,1,KGM,Ingredient,2013118025,FROZEN BARCODE LABEL WHITE,EA,0.2103,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1001101112,TURKEY BREAST,KGM,0.93,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1005102559,WATER,KGM,0.2579,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.01735,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1006102028,CURING SALT,KGM,0.0012,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1006102036,SUGAR,KGM,0.0059,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,0.00463,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.00398,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1006103027,POULTRY FLAVORING 3544,KGM,0.0014,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,1006106058,OPTIFORM POWDER,KGM,0.00839,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013103014,WOOD SMOKING CHIPS ALDERWOOD,KGM,0.0009,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013104501,WOOD SMOKING CHIPS BEECHWOOD,KGM,0.0022,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.0044,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013116004,BAG NYLON 13.5*25 - PROMOTION,EA,0.02196,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013117020,CLIP MORT POLY CLIP R18-12,EA,0.6236,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013117027,BLACK LOOPS K15,EA,0.3118,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.00879,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013117070,FIBROUS CASIN/90/25 M/64.190,MTR,0.18,,,
3003104008,TURKEY ROLL FOR SLICING,1,KGM,Ingredient,2013118025,FROZEN BARCODE LABEL WHITE,EA,0.3118,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1001101002,BRAZILIAN BEEF FOREQUARTER,KGM,0.19546,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1001101007,BRAZILIAN BEEF TRIMMING,KGM,0.40296,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1005102559,WATER,KGM,0.28182,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102004,AMERICANA LUNCHEON SEASONING -,KGM,0.03273,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102008,Soya Protein TVP,KGM,0.03915,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102010,BLACK PEPPER POWDER,KGM,0.00046,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102011,WHITE PEPPER,KGM,0.00044,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102012,CHILI,KGM,0.00044,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102020,GARLIC POWDER,KGM,0.00066,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102040,DRIED ONION MINCED,KGM,0.00224,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102058,NFC RUSK DYR- FSR 30351,KGM,0.04,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102119,ANISE,KGM,0.00014,,,
3003104009,PLAIN MORTADELLA ROLL FOR SLICING - RESTURANT,1,KGM,Ingredient,1006102120,FENNEL,KGM,0.00014,,,
